"lang"
{
"Language"		"ukrainian"
"[english]crash.CallJaeger1"		"<clr:238,180,34><B>Crash:<B> Jaeger."
"crash.CallJaeger1"		"<clr:238,180,34><B>Креш:<B> Яґере."

"[english]crash.CallJaeger2"		"<clr:238,180,34><B>Crash:<B> Jaeger."
"crash.CallJaeger2"		"<clr:238,180,34><B>Креш:<B> Яґере."

"[english]crash.CallWildcat0"		"<clr:238,180,34><B>Crash:<B> Hey, Wildcat."
"crash.CallWildcat0"		"<clr:238,180,34><B>Креш:<B> Агов, Рисе."

"[english]crash.CallWildcat1"		"<clr:238,180,34><B>Crash:<B> Wildcat."
"crash.CallWildcat1"		"<clr:238,180,34><B>Креш:<B> Рисе."

"[english]crash.CallWolfe0"		"<clr:238,180,34><B>Crash:<B> Hey, Wolfe."
"crash.CallWolfe0"		"<clr:238,180,34><B>Креш:<B> Агов, Вульфе."

"[english]crash.CallWolfe1"		"<clr:238,180,34><B>Crash:<B> Wolfe."
"crash.CallWolfe1"		"<clr:238,180,34><B>Креш:<B> Вульфе."

"[english]crash.CallFaith0"		"<clr:238,180,34><B>Crash:<B> Faith."
"crash.CallFaith0"		"<clr:238,180,34><B>Креш:<B> Віро."

"[english]crash.CallFaith1"		"<clr:238,180,34><B>Crash:<B> Hey, Faith."
"crash.CallFaith1"		"<clr:238,180,34><B>Креш:<B> Агов, Віро."

"[english]crash.CallBastille0"		"<clr:238,180,34><B>Crash:<B> Bastille."
"crash.CallBastille0"		"<clr:238,180,34><B>Креш:<B> Бастиле."

"[english]crash.CallBastille1"		"<clr:238,180,34><B>Crash:<B> Hey, Bastille."
"crash.CallBastille1"		"<clr:238,180,34><B>Креш:<B> Агов, Бастиле."

"[english]crash.CallFlynn0"		"<clr:238,180,34><B>Crash:<B> Flynn."
"crash.CallFlynn0"		"<clr:238,180,34><B>Креш:<B> Флінне."

"[english]crash.CallFlynn1"		"<clr:238,180,34><B>Crash:<B> Hey, Flynn."
"crash.CallFlynn1"		"<clr:238,180,34><B>Креш:<B> Агов, Флінне."

"[english]crash.CallVegas0"		"<clr:238,180,34><B>Crash:<B> Hey, Vegas."
"crash.CallVegas0"		"<clr:238,180,34><B>Креш:<B> Агов, Веґасе."

"[english]crash.CallVegas1"		"<clr:238,180,34><B>Crash:<B> Vegas."
"crash.CallVegas1"		"<clr:238,180,34><B>Креш:<B> Веґасе."

"[english]crash.SuppliesAmmo0"		"<clr:238,180,34><B>Crash:<B> All right, a supply stash."
"crash.SuppliesAmmo0"		"<clr:238,180,34><B>Креш:<B> Чудово, схованка з припасами."

"[english]crash.SuppliesAmmo1"		"<clr:238,180,34><B>Crash:<B> Looks like someone left us a gift."
"crash.SuppliesAmmo1"		"<clr:238,180,34><B>Креш:<B> Схоже, хтось залишив нам подарунок."

"[english]crash.SuppliesAmmo2"		"<clr:238,180,34><B>Crash:<B> Oh yeah, that's what I like to see."
"crash.SuppliesAmmo2"		"<clr:238,180,34><B>Креш:<B> О так, саме те, що я хотів побачити."

"[english]crash.Supplies0"		"<clr:238,180,34><B>Crash:<B> All right, a supply stash!"
"crash.Supplies0"		"<clr:238,180,34><B>Креш:<B> Чудово, схованка з припасами!"

"[english]crash.Supplies1"		"<clr:238,180,34><B>Crash:<B> Looks like someone left us a gift."
"crash.Supplies1"		"<clr:238,180,34><B>Креш:<B> Схоже, хтось залишив нам подарунок."

"[english]crash.Supplies2"		"<clr:238,180,34><B>Crash:<B> Oh yeah, that's what I like to see."
"crash.Supplies2"		"<clr:238,180,34><B>Креш:<B> О так, саме те, що я хотів побачити."

"[english]crash.HoldingPosition0"		"<clr:238,180,34><B>Crash:<B> Covering area."
"crash.HoldingPosition0"		"<clr:238,180,34><B>Креш:<B> Зона під прикриттям."

"[english]crash.HoldingPosition1"		"<clr:238,180,34><B>Crash:<B> Holding position."
"crash.HoldingPosition1"		"<clr:238,180,34><B>Креш:<B> Утримую позицію."

"[english]crash.HoldingPosition2"		"<clr:238,180,34><B>Crash:<B> In position."
"crash.HoldingPosition2"		"<clr:238,180,34><B>Креш:<B> На позиції."

"[english]crash.HoldingPosition3"		"<clr:238,180,34><B>Crash:<B> Securing area."
"crash.HoldingPosition3"		"<clr:238,180,34><B>Креш:<B> Обороняю позицію."

"[english]crash.HoldingNorth0"		"<clr:238,180,34><B>Crash:<B> Covering north."
"crash.HoldingNorth0"		"<clr:238,180,34><B>Креш:<B> Прикриваю північ."

"[english]crash.HoldingNorth1"		"<clr:238,180,34><B>Crash:<B> Covering northside."
"crash.HoldingNorth1"		"<clr:238,180,34><B>Креш:<B> Прикриваю північну сторону."

"[english]crash.HoldingNorth2"		"<clr:238,180,34><B>Crash:<B> Northside, in position."
"crash.HoldingNorth2"		"<clr:238,180,34><B>Креш:<B> Північна сторона, я на позиції."

"[english]crash.HoldingNorth3"		"<clr:238,180,34><B>Crash:<B> Northside, standing to."
"crash.HoldingNorth3"		"<clr:238,180,34><B>Креш:<B> Прикрию з півночі."

"[english]crash.HoldingSouth0"		"<clr:238,180,34><B>Crash:<B> Covering south."
"crash.HoldingSouth0"		"<clr:238,180,34><B>Креш:<B> Прикриваю південь."

"[english]crash.HoldingSouth1"		"<clr:238,180,34><B>Crash:<B> Covering southside."
"crash.HoldingSouth1"		"<clr:238,180,34><B>Креш:<B> Прикриваю південну сторону."

"[english]crash.HoldingSouth2"		"<clr:238,180,34><B>Crash:<B> Southside in position."
"crash.HoldingSouth2"		"<clr:238,180,34><B>Креш:<B> Південна сторона, я на позиції."

"[english]crash.HoldingEast0"		"<clr:238,180,34><B>Crash:<B> Covering east."
"crash.HoldingEast0"		"<clr:238,180,34><B>Креш:<B> Прикриваю схід"

"[english]crash.HoldingEast1"		"<clr:238,180,34><B>Crash:<B> Covering eastside."
"crash.HoldingEast1"		"<clr:238,180,34><B>Креш:<B> Прикриваю східну сторону."

"[english]crash.HoldingEast2"		"<clr:238,180,34><B>Crash:<B> Eastside in position."
"crash.HoldingEast2"		"<clr:238,180,34><B>Креш:<B> Східна сторона, я на позиції."

"[english]crash.HoldingEast3"		"<clr:238,180,34><B>Crash:<B> Eastside, standing to."
"crash.HoldingEast3"		"<clr:238,180,34><B>Креш:<B> Прикрию зі сходу."

"[english]crash.HoldingWest0"		"<clr:238,180,34><B>Crash:<B> Covering west."
"crash.HoldingWest0"		"<clr:238,180,34><B>Креш:<B> Прикриваю захід."

"[english]crash.HoldingWest1"		"<clr:238,180,34><B>Crash:<B> Covering westside."
"crash.HoldingWest1"		"<clr:238,180,34><B>Креш:<B> Прикриваю західну сторону."

"[english]crash.HoldingWest2"		"<clr:238,180,34><B>Crash:<B> Westside in position."
"crash.HoldingWest2"		"<clr:238,180,34><B>Креш:<B> Західна сторона, я на позиції."

"[english]crash.HoldingWest3"		"<clr:238,180,34><B>Crash:<B> Westside, standing to."
"crash.HoldingWest3"		"<clr:238,180,34><B>Креш:<B> Прикрию із заходу."

"[english]crash.GotPoint0"		"<clr:238,180,34><B>Crash:<B> Crash, taking point."
"crash.GotPoint0"		"<clr:238,180,34><B>Креш:<B> Я займаю позицію."

"[english]crash.GotRear0"		"<clr:238,180,34><B>Crash:<B> Crash taking rearguard."
"crash.GotRear0"		"<clr:238,180,34><B>Креш:<B> Я прикрию тил."

"[english]crash.GotRear1"		"<clr:238,180,34><B>Crash:<B> I got your back."
"crash.GotRear1"		"<clr:238,180,34><B>Креш:<B> Я прикрию тебе."

"[english]crash.RequestSealDoor0"		"<clr:238,180,34><B>Crash:<B> Quick, seal the door!"
"crash.RequestSealDoor0"		"<clr:238,180,34><B>Креш:<B> Швидко, завари двері!"

"[english]crash.RequestSealDoor1"		"<clr:238,180,34><B>Crash:<B> Seal it up! We don't want these things getting in here."
"crash.RequestSealDoor1"		"<clr:238,180,34><B>Креш:<B> Завари двері! Нам не потрібно, щоби жуки прорвались сюди."

"[english]crash.RequestSealDoor2"		"<clr:238,180,34><B>Crash:<B> Secure the door."
"crash.RequestSealDoor2"		"<clr:238,180,34><B>Креш:<B> Укріпіть двері."

"[english]crash.RequestCutDoor0"		"<clr:238,180,34><B>Crash:<B> Cut it open!"
"crash.RequestCutDoor0"		"<clr:238,180,34><B>Креш:<B> Розрізай!"

"[english]crash.RequestCutDoor1"		"<clr:238,180,34><B>Crash:<B> What're you waiting for? Get it open!"
"crash.RequestCutDoor1"		"<clr:238,180,34><B>Креш:<B> Чого ти чекаєш? Відчиняй їх!"

"[english]crash.RequestShootDoor0"		"<clr:238,180,34><B>Crash:<B> Oh yeah, let's blast this door to hell!"
"crash.RequestShootDoor0"		"<clr:238,180,34><B>Креш:<B> О, так, давайте підірвемо ці двері до біса!"

"[english]crash.RequestShootDoor1"		"<clr:238,180,34><B>Crash:<B> Blast it open!"
"crash.RequestShootDoor1"		"<clr:238,180,34><B>Креш:<B> Зносьте ці двері!"

"[english]crash.RequestShootDoor2"		"<clr:238,180,34><B>Crash:<B> Shoot it open!"
"crash.RequestShootDoor2"		"<clr:238,180,34><B>Креш:<B> Рознесіть ці двері!"

"[english]crash.CuttingDoor0"		"<clr:238,180,34><B>Crash:<B> Crash, cuttin door."
"crash.CuttingDoor0"		"<clr:238,180,34><B>Креш:<B> Я розрізаю двері"

"[english]crash.CuttingDoor1"		"<clr:238,180,34><B>Crash:<B> Roger that. Cuttin door."
"crash.CuttingDoor1"		"<clr:238,180,34><B>Креш:<B> Зрозумів. Розрізаю двері."

"[english]crash.SealingDoor0"		"<clr:238,180,34><B>Crash:<B> Crash, sealing door."
"crash.SealingDoor0"		"<clr:238,180,34><B>Креш:<B> Я заварюю ці двері."

"[english]crash.SealingDoor1"		"<clr:238,180,34><B>Crash:<B> Sealing door nice and tight."
"crash.SealingDoor1"		"<clr:238,180,34><B>Креш:<B> Заварюю двері, швидко і надійно."

"[english]crash.Biomass0"		"<clr:238,180,34><B>Crash:<B> Swarm biomass--burn it all!"
"crash.Biomass0"		"<clr:238,180,34><B>Креш:<B> Біомаса Рою - випаліть її!"

"[english]crash.Biomass1"		"<clr:238,180,34><B>Crash:<B> Biomass? Man, I hate this shit."
"crash.Biomass1"		"<clr:238,180,34><B>Креш:<B> Біомаса? Чорт, я ненавиджу це лайно."

"[english]crash.Biomass2"		"<clr:238,180,34><B>Crash:<B> Biocrap. What the hell is this stuff anyway?"
"crash.Biomass2"		"<clr:238,180,34><B>Креш:<B> Біолайно. Якого біса ця штука тут робить?"

"[english]crash.Biomass3"		"<clr:238,180,34><B>Crash:<B> Urgh, swarm biomass. Burn it!"
"crash.Biomass3"		"<clr:238,180,34><B>Креш:<B> Аргх, біомаса. Спали її!"

"[english]crash.TimeToLeave0"		"<clr:238,180,34><B>Crash:<B> Let's get out of here."
"crash.TimeToLeave0"		"<clr:238,180,34><B>Креш:<B> Давайте забиратися звідси."

"[english]crash.TimeToLeave1"		"<clr:238,180,34><B>Crash:<B> Time to move on out."
"crash.TimeToLeave1"		"<clr:238,180,34><B>Креш:<B> Пора валити звідси."

"[english]crash.TimeToLeave2"		"<clr:238,180,34><B>Crash:<B> Woohoo! Time to wave this place goodbye!"
"crash.TimeToLeave2"		"<clr:238,180,34><B>Креш:<B> Овва! Помахайте ручкою на прощання!"

"[english]crash.WatchOut0"		"<clr:238,180,34><B>Crash:<B> Look out!"
"crash.WatchOut0"		"<clr:238,180,34><B>Креш:<B> Стережися!"

"[english]crash.WatchOut1"		"<clr:238,180,34><B>Crash:<B> There!"
"crash.WatchOut1"		"<clr:238,180,34><B>Креш:<B> Он там!"

"[english]crash.WatchOut2"		"<clr:238,180,34><B>Crash:<B> Watch out!"
"crash.WatchOut2"		"<clr:238,180,34><B>Креш:<B> Стережись!"

"[english]crash.Shieldbug0"		"<clr:238,180,34><B>Crash:<B> Holy Shit!"
"crash.Shieldbug0"		"<clr:238,180,34><B>Креш:<B> Святе лайно!"



"[english]crash.Shieldbug2"		"<clr:238,180,34><B>Crash:<B> Shit, a shieldbug!"
"crash.Shieldbug2"		"<clr:238,180,34><B>Креш:<B> Чорт, щитовик!"

"[english]crash.ShieldbugHint0"		"<clr:238,180,34><B>Crash:<B> Get behind it!"
"crash.ShieldbugHint0"		"<clr:238,180,34><B>Креш:<B> Обходимо його!"

"[english]crash.ShieldbugHint1"		"<clr:238,180,34><B>Crash:<B> Shoot it in the back!"
"crash.ShieldbugHint1"		"<clr:238,180,34><B>Креш:<B> Стріляйте в черево позаду!"

"[english]crash.ShieldbugHint2"		"<clr:238,180,34><B>Crash:<B> Someone grenade it!"
"crash.ShieldbugHint2"		"<clr:238,180,34><B>Креш:<B> Хто-небудь, гранату йому!"

"[english]crash.Parasite0"		"<clr:238,180,34><B>Crash:<B> Look out! Parasite!"
"crash.Parasite0"		"<clr:238,180,34><B>Креш:<B> Обережно! Паразит!"

"[english]crash.Parasite1"		"<clr:238,180,34><B>Crash:<B> Parasite!"
"crash.Parasite1"		"<clr:238,180,34><B>Креш:<B> Паразит!"

"[english]crash.Parasite2"		"<clr:238,180,34><B>Crash:<B> Shit, a parasite!"
"crash.Parasite2"		"<clr:238,180,34><B>Креш:<B> Чорт, паразит!"

"[english]crash.BeenInfested0"		"<clr:238,180,34><B>Crash:<B> Get it off me!"
"crash.BeenInfested0"		"<clr:238,180,34><B>Креш:<B> Зніміть його!"

"[english]crash.BeenInfested1"		"<clr:238,180,34><B>Crash:<B> It's on me!"
"crash.BeenInfested1"		"<clr:238,180,34><B>Креш:<B> Він на мені!"

"[english]crash.BeenInfested3"		"<clr:238,180,34><B>Crash:<B> Get it off, get it off!"
"crash.BeenInfested3"		"<clr:238,180,34><B>Креш:<B> Зніміть його, зніміть його!"

"[english]crash.SwarmEggs0"		"<clr:238,180,34><B>Crash:<B> Swarm eggs!"
"crash.SwarmEggs0"		"<clr:238,180,34><B>Креш:<B> Яйця!"

"[english]crash.SwarmEggs1"		"<clr:238,180,34><B>Crash:<B> Swarm eggs, watch yourself!"
"crash.SwarmEggs1"		"<clr:238,180,34><B>Креш:<B> Яйця, обережно!"

"[english]crash.SwarmEggs2"		"<clr:238,180,34><B>Crash:<B> Watch out! Swarm eggs!"
"crash.SwarmEggs2"		"<clr:238,180,34><B>Креш:<B> Обережно! Яйця!"

"[english]crash.Grenade0"		"<clr:238,180,34><B>Crash:<B> Clear!"
"crash.Grenade0"		"<clr:238,180,34><B>Креш:<B> Чисто!"

"[english]crash.Grenade1"		"<clr:238,180,34><B>Crash:<B> Eat this!"
"crash.Grenade1"		"<clr:238,180,34><B>Креш:<B> З'їж це!"

"[english]crash.Grenade2"		"<clr:238,180,34><B>Crash:<B> Fire in the hole!"
"crash.Grenade2"		"<clr:238,180,34><B>Креш:<B> Обережно, граната!"

"[english]crash.Grenade3"		"<clr:238,180,34><B>Crash:<B> Grenade!"
"crash.Grenade3"		"<clr:238,180,34><B>Креш:<B> Граната!"

"[english]crash.AlienTooClose0"		"<clr:238,180,34><B>Crash:<B> Get it off!"
"crash.AlienTooClose0"		"<clr:238,180,34><B>Креш:<B> Заберіть його!"

"[english]crash.AlienTooClose1"		"<clr:238,180,34><B>Crash:<B> Hostile on me!"
"crash.AlienTooClose1"		"<clr:238,180,34><B>Креш:<B> На мені ворог!"

"[english]crash.AlienTooClose2"		"<clr:238,180,34><B>Crash:<B> Kill it!"
"crash.AlienTooClose2"		"<clr:238,180,34><B>Креш:<B> Вбийте його!"

"[english]crash.AlienTooClose3"		"<clr:238,180,34><B>Crash:<B> On me!"
"crash.AlienTooClose3"		"<clr:238,180,34><B>Креш:<B> На мені!"

"[english]crash.MadFiring0"		"<clr:238,180,34><B>Crash:<B> Come on."
"crash.MadFiring0"		"<clr:238,180,34><B>Креш:<B> Нужбо."

"[english]crash.MadFiring1"		"<clr:238,180,34><B>Crash:<B> Die, you son of a bitch!"
"crash.MadFiring1"		"<clr:238,180,34><B>Креш:<B> Здохни, сучий сину!"

"[english]crash.MadFiring3"		"<clr:238,180,34><B>Crash:<B> You want some?"
"crash.MadFiring3"		"<clr:238,180,34><B>Креш:<B> Ще хочеш?"

"[english]crash.MadFiring4"		"<clr:238,180,34><B>Crash:<B> You want some?"
"crash.MadFiring4"		"<clr:238,180,34><B>Креш:<B> Тобі мало?"

"[english]crash.BreachedDoor0"		"<clr:238,180,34><B>Crash:<B> They breached the door!"
"crash.BreachedDoor0"		"<clr:238,180,34><B>Креш:<B> Вони прорвалися крізь двері!"

"[english]crash.BreachedDoor1"		"<clr:238,180,34><B>Crash:<B> They broke the door down!"
"crash.BreachedDoor1"		"<clr:238,180,34><B>Креш:<B> Вони виламали двері!"

"[english]crash.BreachedDoor2"		"<clr:238,180,34><B>Crash:<B> They're through the door!"
"crash.BreachedDoor2"		"<clr:238,180,34><B>Креш:<B> Вони лізуть через двері!"

"[english]crash.MarineDown0"		"<clr:238,180,34><B>Crash:<B> Marine down!"
"crash.MarineDown0"		"<clr:238,180,34><B>Креш:<B> У нас втрати!"

"[english]crash.MarineDown1"		"<clr:238,180,34><B>Crash:<B> Shit, no!"
"crash.MarineDown1"		"<clr:238,180,34><B>Креш:<B> Лайно, ні!"

"[english]crash.SmallPain0"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.SmallPain0"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.SmallPain1"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.SmallPain1"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.SmallPain2"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.SmallPain2"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.SmallPain3"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.SmallPain3"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.LargePain0"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.LargePain0"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.LargePain1"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.LargePain1"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.LargePain2"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.LargePain2"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.LargePain3"		"<clr:238,180,34><B>Crash:<B> [Pain]"
"crash.LargePain3"		"<clr:238,180,34><B>Креш:<B> [Біль]"

"[english]crash.Dead0"		"<clr:238,180,34><B>Crash:<B> [Death]"
"crash.Dead0"		"<clr:238,180,34><B>Креш:<B> [Смерть]"

"[english]crash.Dead1"		"<clr:238,180,34><B>Crash:<B> [Death]"
"crash.Dead1"		"<clr:238,180,34><B>Креш:<B> [Смерть]"

"[english]crash.Dead2"		"<clr:238,180,34><B>Crash:<B> [Death]"
"crash.Dead2"		"<clr:238,180,34><B>Креш:<B> [Смерть]"

"[english]crash.OnFire0"		"<clr:238,180,34><B>Crash:<B> [Screaming]"
