"lang"
{
"Language"		"tchinese"
"crash.LargePain2"		"<clr:238,180,34>Crash: [慘痛的叫聲]"
"[english]crash.LargePain2"		"<clr:238,180,34>Crash: [Pain]"
"crash.LargePain3"		"<clr:238,180,34>Crash: [慘痛的叫聲]"
"[english]crash.LargePain3"		"<clr:238,180,34>Crash: [Pain]"
"crash.Dead0"		"<clr:238,180,34>Crash: [死亡時的叫聲]"
"[english]crash.Dead0"		"<clr:238,180,34>Crash: [Death]"
"crash.Dead1"		"<clr:238,180,34>Crash: [死亡時的叫聲]"
"[english]crash.Dead1"		"<clr:238,180,34>Crash: [Death]"
"crash.Dead2"		"<clr:238,180,34>Crash: [死亡時的叫聲]"
"[english]crash.Dead2"		"<clr:238,180,34>Crash: [Death]"
"crash.OnFire0"		"<clr:238,180,34>Crash: [驚恐的叫聲]"
"[english]crash.OnFire0"		"<clr:238,180,34>Crash: [Screaming]"
"crash.StartedHack0"		"<clr:238,180,34>Crash：正在入侵系統。"
"[english]crash.StartedHack0"		"<clr:238,180,34>Crash: Hack in progress."
"crash.StartedHack1"		"<clr:238,180,34>Crash：開始入侵，掩護我。"
"[english]crash.StartedHack1"		"<clr:238,180,34>Crash: On it. Cover me."
"crash.StartedHack2"		"<clr:238,180,34>Crash：我開始了，看起來挺簡單的。"
"[english]crash.StartedHack2"		"<clr:238,180,34>Crash: I'm on it. Looks easy."
"crash.StartedHack3"		"<clr:238,180,34>Crash：我馬上就能把它打開。"
"[english]crash.StartedHack3"		"<clr:238,180,34>Crash: I'll have it open in no time."
"crash.StartedHack4"		"<clr:238,180,34>Crash：讓我來表演個魔術吧。"
"[english]crash.StartedHack4"		"<clr:238,180,34>Crash: Time for me to work my magic."
"crash.StartedLongHack0"		"<clr:238,180,34>Crash：掩護我，這得花一些時間。"
"[english]crash.StartedLongHack0"		"<clr:238,180,34>Crash: Cover me, this is gonna take a while."
"crash.StartedLongHack1"		"<clr:238,180,34>Crash：幫我看著點背後，行不？"
"[english]crash.StartedLongHack1"		"<clr:238,180,34>Crash: Got my back, right?"
"crash.StartedLongHack2"		"<clr:238,180,34>Crash：正在入侵系統。"
"[english]crash.StartedLongHack2"		"<clr:238,180,34>Crash: Hacking in progress."
"crash.StartedLongHack3"		"<clr:238,180,34>Crash：開始幹活了。掩護我。"
"[english]crash.StartedLongHack3"		"<clr:238,180,34>Crash: On it. Cover me."
"crash.StartedLongHack4"		"<clr:238,180,34>Crash：我開始幹活了。看起來很簡單。"
"[english]crash.StartedLongHack4"		"<clr:238,180,34>Crash: I'm on it. Looks easy."
"crash.StartedLongHack5"		"<clr:238,180,34>Crash：該是我表演魔術的時候了。"
"[english]crash.StartedLongHack5"		"<clr:238,180,34>Crash: Time for me to work my magic."
"crash.HalfwayHack0"		"<clr:238,180,34>Crash：來吧，寶貝。"
"[english]crash.HalfwayHack0"		"<clr:238,180,34>Crash: Come on, baby."
"crash.HalfwayHack1"		"<clr:238,180,34>Crash：完成50%了。"
"[english]crash.HalfwayHack1"		"<clr:238,180,34>Crash: Hack at 50 percent."
"crash.HalfwayHack2"		"<clr:238,180,34>Crash：完成一半了。"
"[english]crash.HalfwayHack2"		"<clr:238,180,34>Crash: Halfway there."
"crash.HalfwayHack3"		"<clr:238,180,34>Crash：完成了一半。"
"[english]crash.HalfwayHack3"		"<clr:238,180,34>Crash: Halfway through."
"crash.FinishedHack0"		"<clr:238,180,34>Crash：搞定。"
"[english]crash.FinishedHack0"		"<clr:238,180,34>Crash: Got it."
"crash.FinishedHack1"		"<clr:238,180,34>Crash：入侵完成。"
"[english]crash.FinishedHack1"		"<clr:238,180,34>Crash: Hack complete!"
"crash.FinishedHack2"		"<clr:238,180,34>Crash：先入侵，再破解，最後搞定！"
"[english]crash.FinishedHack2"		"<clr:238,180,34>Crash: Hack it, crack it, and send it home!"
"crash.FinishedHack3"		"<clr:238,180,34>Crash：系統破解完成。"
"[english]crash.FinishedHack3"		"<clr:238,180,34>Crash: System violated."
"crash.FinishedHack4"		"<clr:238,180,34>Crash：Oh yeah，看看誰才是老大？"
"[english]crash.FinishedHack4"		"<clr:238,180,34>Crash: Oh yeah, who's the man?"
"crash.FinishedHackButton0"		"<clr:238,180,34>Crash：完成了。"
"[english]crash.FinishedHackButton0"		"<clr:238,180,34>Crash: Got it."
"crash.FinishedHackButton1"		"<clr:238,180,34>Crash：破解完成。"
"[english]crash.FinishedHackButton1"		"<clr:238,180,34>Crash: Hack complete."
"crash.FinishedHackButton2"		"<clr:238,180,34>Crash：先入侵，再破解，最後搞定！"
"[english]crash.FinishedHackButton2"		"<clr:238,180,34>Crash: Hack it, crack it, and send it home!"
"crash.FinishedHackButton3"		"<clr:238,180,34>Crash：系統入侵完成。"
"[english]crash.FinishedHackButton3"		"<clr:238,180,34>Crash: System violated."
"crash.FinishedHackButton4"		"<clr:238,180,34>Crash：Oh yeah，這裏我說的算！"
"[english]crash.FinishedHackButton4"		"<clr:238,180,34>Crash: Oh yeah, who's the man!"
"crash.Scanner0"		"<clr:238,180,34>Crash：我偵測到生物信號。"
"[english]crash.Scanner0"		"<clr:238,180,34>Crash: I got movement."
"crash.Scanner1"		"<clr:238,180,34>Crash：我偵測到了信號。"
"[english]crash.Scanner1"		"<clr:238,180,34>Crash: I got movement."
"crash.Scanner2"		"<clr:238,180,34>Crash：掃描器有反應。"
"[english]crash.Scanner2"		"<clr:238,180,34>Crash: Scan's reading something."
"crash.Scanner3"		"<clr:238,180,34>Crash：有東西在移動。"
"[english]crash.Scanner3"		"<clr:238,180,34>Crash: Something's moving."
"crash.ScannerMultiple0"		"<clr:238,180,34>Crash：有許多信號，到處都是！"
"[english]crash.ScannerMultiple0"		"<clr:238,180,34>Crash: Lots of signals, all around!"
"crash.ScannerMultiple1"		"<clr:238,180,34>Crash：偵測到很多信號！"
"[english]crash.ScannerMultiple1"		"<clr:238,180,34>Crash: Multiple signals!"
"crash.ScannerMultiple2"		"<clr:238,180,34>Crash：它們來了！到處都是！"
"[english]crash.ScannerMultiple2"		"<clr:238,180,34>Crash: They're coming from all around!"
"crash.ScannerMultiple3"		"<clr:238,180,34>Crash：它們到處都是！"
"[english]crash.ScannerMultiple3"		"<clr:238,180,34>Crash: They're all around us!"
"crash.ActivateStims0"		"<clr:238,180,34>Crash：打興奮劑！"
"[english]crash.ActivateStims0"		"<clr:238,180,34>Crash: Hit the stims!"
"crash.ActivateStims1"		"<clr:238,180,34>Crash：使用興奮劑！快！"
"[english]crash.ActivateStims1"		"<clr:238,180,34>Crash: Stim now!"
"crash.ActivateStims2"		"<clr:238,180,34>Crash：用興奮劑！"
"[english]crash.ActivateStims2"		"<clr:238,180,34>Crash: Stimpack!"
"crash.ActivateStims3"		"<clr:238,180,34>Crash：興奮劑！"
"[english]crash.ActivateStims3"		"<clr:238,180,34>Crash: Stims!"
"crash.Compliments0"		"<clr:238,180,34>Crash：不錯。"
"[english]crash.Compliments0"		"<clr:238,180,34>Crash: Not bad."
"crash.Compliments1"		"<clr:238,180,34>Crash：嘿，那不算什麽。"
"[english]crash.Compliments1"		"<clr:238,180,34>Crash: Heh, that's nothing."
"crash.Compliments2"		"<clr:238,180,34>Crash：漂亮。"
"[english]crash.Compliments2"		"<clr:238,180,34>Crash: Smooth."
"crash.Selection0"		"<clr:238,180,34>Crash：我準備好了。"
"[english]crash.Selection0"		"<clr:238,180,34>Crash: I'm ready."
"crash.Selection1"		"<clr:238,180,34>Crash：準備好幹活了！"
"[english]crash.Selection1"		"<clr:238,180,34>Crash: Ready to get it on!"
"crash.Selection2"		"<clr:238,180,34>Crash：什麽事？"
"[english]crash.Selection2"		"<clr:238,180,34>Crash: What's up?"
"faith.SynUpReply0"		"<clr:178,34,34>Faith：這底下有一半的地方都是這玩意。"
//Faith
"[english]faith.SynUpReply0"		"<clr:178,34,34>Faith: Half the core world is addicted to that stuff."
"faith.SynUpReply1"		"<clr:178,34,34>Faith：妳不會想喝那些鬼東西的，相信我。"
"[english]faith.SynUpReply1"		"<clr:178,34,34>Faith: You don't want to drink that shit, believe me."
"faith.MedicComplainReply0"		"<clr:178,34,34>Faith：抱歉，Bastille，但這就是我帶妳來的原因。"
"[english]faith.MedicComplainReply0"		"<clr:178,34,34>Faith: Sorry, Bastille, that's why I've got you here."
"faith.MedicComplain0"		"<clr:178,34,34>Faith：妳就不能不受傷嗎？"
"[english]faith.MedicComplain0"		"<clr:178,34,34>Faith: Can't you avoid getting hurt?"
"faith.MedicComplain1"		"<clr:178,34,34>Faith：看來妳挺喜歡與危險打交道，不是嗎？"
"[english]faith.MedicComplain1"		"<clr:178,34,34>Faith: You just love getting in harm's way, don't you?"
"faith.TequilaReply0"		"<clr:178,34,34>Faith：妳知道那玩意對妳的肝臟有害。"
"[english]faith.TequilaReply0"		"<clr:178,34,34>Faith: You know that stuff kills your liver."
"faith.InjuredSelection0"		"<clr:178,34,34>Faith：我可以做到。"
"[english]faith.InjuredSelection0"		"<clr:178,34,34>Faith: I can make it."
"faith.InjuredSelection1"		"<clr:178,34,34>Faith：我很好。"
"[english]faith.InjuredSelection1"		"<clr:178,34,34>Faith: I'm okay."
"faith.InjuredSelection2"		"<clr:178,34,34>Faith：我沒事。"
"[english]faith.InjuredSelection2"		"<clr:178,34,34>Faith: I'm okay."
"faith.InjuredSelection3"		"<clr:178,34,34>Faith：下次小心點，好嗎？"
"[english]faith.InjuredSelection3"		"<clr:178,34,34>Faith: Let's be careful, okay?"
"faith.SeriousInjuryReply0"		"<clr:178,34,34>Faith：那看起來很糟糕嗎？"
"[english]faith.SeriousInjuryReply0"		"<clr:178,34,34>Faith: Is it that bad?"
"faith.SeriousInjuryFollowUp0"		"<clr:178,34,34>Faith：保持安全。"
"[english]faith.SeriousInjuryFollowUp0"		"<clr:178,34,34>Faith: Just stay safe."
"faith.SeriousInjuryFollowUp1"		"<clr:178,34,34>Faith：現在開始放鬆點。"
"[english]faith.SeriousInjuryFollowUp1"		"<clr:178,34,34>Faith: Just take it easy from now on."
"faith.SeriousInjury0"		"<clr:178,34,34>Faith：別發脾氣，可以嗎？"
"[english]faith.SeriousInjury0"		"<clr:178,34,34>Faith: Don't put any strain on it for a while, okay?"
"faith.SeriousInjury1"		"<clr:178,34,34>Faith：稍後得給妳做個手術了。"
"[english]faith.SeriousInjury1"		"<clr:178,34,34>Faith: You're up for field surgery after this."
"faith.StillBreathingReply0"		"<clr:178,34,34>Faith：即使妳不鼓勵我，我也有很多針線活得做。"
"[english]faith.StillBreathingReply0"		"<clr:178,34,34>Faith: I got enough stitching without your encouragement."
"faith.Use0"		"<clr:178,34,34>Faith：完全了解。"
"[english]faith.Use0"		"<clr:178,34,34>Faith: Absolutely."
"faith.Use1"		"<clr:178,34,34>Faith：我盡快。"
"[english]faith.Use1"		"<clr:178,34,34>Faith: As fast as I can."
"faith.Use2"		"<clr:178,34,34>Faith：棒極了。"
"[english]faith.Use2"		"<clr:178,34,34>Faith: Excellent."
"faith.Use3"		"<clr:178,34,34>Faith：好的。"
"[english]faith.Use3"		"<clr:178,34,34>Faith: Okay."
"faith.Use4"		"<clr:178,34,34>Faith：沒問題。"
"[english]faith.Use4"		"<clr:178,34,34>Faith: Okay."
"faith.Use5"		"<clr:178,34,34>Faith：是的，長官。"
"[english]faith.Use5"		"<clr:178,34,34>Faith: Yes, sir."
"faith.Use6"		"<clr:178,34,34>Faith：好的，長官。"
"[english]faith.Use6"		"<clr:178,34,34>Faith: Yes, sir."
"faith.Use7"		"<clr:178,34,34>Faith：遵命，長官。"
"[english]faith.Use7"		"<clr:178,34,34>Faith: Yes, sir."
		"faith.Idle0"		"<clr:178,34,34>Faith: I don't like it down here."
		"[english]faith.Idle0"		"<clr:178,34,34>Faith: I don't like it down here."
"faith.Idle1"		"<clr:178,34,34>Faith：我希望那些市民在死之前並沒承受什麽痛苦。"
"[english]faith.Idle1"		"<clr:178,34,34>Faith: I hope the civilians died quickly and without much pain."
"faith.Idle2"		"<clr:178,34,34>Faith：我希望我們趕緊離開這裏。"
"[english]faith.Idle2"		"<clr:178,34,34>Faith: I hope we leave soon."
"faith.Idle3"		"<clr:178,34,34>Faith：我希望在推進過程中不會看到太多傷感的畫面。"
"[english]faith.Idle3"		"<clr:178,34,34>Faith: I hope we pull through without too many injuries."
"faith.Idle4"		"<clr:178,34,34>Faith：這條路太安靜了。"
"[english]faith.Idle4"		"<clr:178,34,34>Faith: It's way too quiet."
"faith.Idle5"		"<clr:178,34,34>Faith：我在想那裏會不會有生還者。"
"[english]faith.Idle5"		"<clr:178,34,34>Faith: I wonder if there's any survivors."
"faith.Idle6"		"<clr:178,34,34>Faith：我在想，我們會不會遇到一些傷者。"
"[english]faith.Idle6"		"<clr:178,34,34>Faith: I wonder if we run into any wounded."
"faith.Idle7"		"<clr:178,34,34>Faith：這一切看起來就像是一場可怕的噩夢。"
"[english]faith.Idle7"		"<clr:178,34,34>Faith: This all seems like a horrible nightmare."
"faith.Idle8"		"<clr:178,34,34>Faith：這地方不安全。"
"[english]faith.Idle8"		"<clr:178,34,34>Faith: This place isn't secure."
"faith.Idle9"		"<clr:178,34,34>Faith：等等，我聽到了些東西。"
"[english]faith.Idle9"		"<clr:178,34,34>Faith: Wait, I hear something."
"faith.Idle10"		"<clr:178,34,34>Faith：在這裏妳得留心點背後。"
"[english]faith.Idle10"		"<clr:178,34,34>Faith: Watch your backs down here."
"faith.FF0"		"<clr:178,34,34>Faith：友軍傷害！"
"[english]faith.FF0"		"<clr:178,34,34>Faith: Friendly fire!"
"faith.FF1"		"<clr:178,34,34>Faith：當心點！"
"[english]faith.FF1"		"<clr:178,34,34>Faith: Watch it!"
"faith.FiringAtAlien0"		"<clr:178,34,34>Faith：在這邊。"
"[english]faith.FiringAtAlien0"		"<clr:178,34,34>Faith: Here."
"faith.FiringAtAlien1"		"<clr:178,34,34>Faith：我需要支援！"
"[english]faith.FiringAtAlien1"		"<clr:178,34,34>Faith: I need backup!"
"faith.FiringAtAlien2"		"<clr:178,34,34>Faith：目標出現！"
"[english]faith.FiringAtAlien2"		"<clr:178,34,34>Faith: Target!"
"faith.FiringAtAlien3"		"<clr:178,34,34>Faith：那邊還有一隻！"
"[english]faith.FiringAtAlien3"		"<clr:178,34,34>Faith: There's another one!"
"faith.FiringAtAlien4"		"<clr:178,34,34>Faith：那有一隻！"
"[english]faith.FiringAtAlien4"		"<clr:178,34,34>Faith: There's one!"
"faith.FollowMe0"		"<clr:178,34,34>Faith：跟著我。"
"[english]faith.FollowMe0"		"<clr:178,34,34>Faith: Follow me."
"faith.FollowMe1"		"<clr:178,34,34>Faith：走吧！"
"[english]faith.FollowMe1"		"<clr:178,34,34>Faith: Let's go!"
"faith.FollowMe2"		"<clr:178,34,34>Faith：行動吧！"
"[english]faith.FollowMe2"		"<clr:178,34,34>Faith: Let's move out!"
"faith.FollowMe3"		"<clr:178,34,34>Faith：我們行動吧！"
"[english]faith.FollowMe3"		"<clr:178,34,34>Faith: Let's move out!"
"faith.HoldPosition0"		"<clr:178,34,34>Faith：等等。"
"[english]faith.HoldPosition0"		"<clr:178,34,34>Faith: Hold it."
"faith.HoldPosition1"		"<clr:178,34,34>Faith：守著這裏。"
"[english]faith.HoldPosition1"		"<clr:178,34,34>Faith: Hold position."
"faith.HoldPosition2"		"<clr:178,34,34>Faith：防守這片區域。"
"[english]faith.HoldPosition2"		"<clr:178,34,34>Faith: Secure this area."
"faith.HoldPosition3"		"<clr:178,34,34>Faith：等等！"
"[english]faith.HoldPosition3"		"<clr:178,34,34>Faith: Wait!"
"faith.HoldPosition4"		"<clr:178,34,34>Faith：呆在這裏！"
"[english]faith.HoldPosition4"		"<clr:178,34,34>Faith: Wait here!"
"faith.NeedAmmo0"		"<clr:178,34,34>Faith：我需要彈藥。"
"[english]faith.NeedAmmo0"		"<clr:178,34,34>Faith: I need ammo."
"faith.NeedAmmo1"		"<clr:178,34,34>Faith：需要子彈！"
"[english]faith.NeedAmmo1"		"<clr:178,34,34>Faith: Need ammo!"
"faith.NoAmmo0"		"<clr:178,34,34>Faith：沒子彈了！"
"[english]faith.NoAmmo0"		"<clr:178,34,34>Faith: No ammo!"
"faith.NoAmmo1"		"<clr:178,34,34>Faith：沒彈藥了！"
"[english]faith.NoAmmo1"		"<clr:178,34,34>Faith: Out of ammo!"
"faith.Medic0"		"<clr:178,34,34>Faith：醫生！"
"[english]faith.Medic0"		"<clr:178,34,34>Faith: Medic!"
"faith.Reloading0"		"<clr:178,34,34>Faith：裝彈完畢！"
"[english]faith.Reloading0"		"<clr:178,34,34>Faith: Lock and load!"
"faith.Reloading1"		"<clr:178,34,34>Faith：裝子彈！"
"[english]faith.Reloading1"		"<clr:178,34,34>Faith: Reload!"
"faith.Reloading2"		"<clr:178,34,34>Faith：裝子彈，掩護我！"
"[english]faith.Reloading2"		"<clr:178,34,34>Faith: Reload, cover me!"
"faith.Reloading3"		"<clr:178,34,34>Faith：正在上子彈！"
"[english]faith.Reloading3"		"<clr:178,34,34>Faith: Reloading!"
"faith.SentryInPlace0"		"<clr:178,34,34>Faith：步哨準備完畢。"
"[english]faith.SentryInPlace0"		"<clr:178,34,34>Faith: Sentry assembled."
"faith.SentryInPlace1"		"<clr:178,34,34>Faith：步哨就位。"
"[english]faith.SentryInPlace1"		"<clr:178,34,34>Faith: Sentry in place."
"faith.SentryInPlace2"		"<clr:178,34,34>Faith：步哨就緒。"
"[english]faith.SentryInPlace2"		"<clr:178,34,34>Faith: Sentry online."
"faith.Ammo0"		"<clr:178,34,34>Faith：彈藥！"
"[english]faith.Ammo0"		"<clr:178,34,34>Faith: Ammo!"
"faith.Ammo1"		"<clr:178,34,34>Faith：子彈！"
"[english]faith.Ammo1"		"<clr:178,34,34>Faith: Ammo!"
"faith.Medkit0"		"<clr:178,34,34>Faith：藥包！"
"[english]faith.Medkit0"		"<clr:178,34,34>Faith: Medkit!"
"faith.Thanks0"		"<clr:178,34,34>Faith：感激不盡。"
"[english]faith.Thanks0"		"<clr:178,34,34>Faith: Appreciated."
"faith.Thanks1"		"<clr:178,34,34>Faith：我欠妳個人情。"
"[english]faith.Thanks1"		"<clr:178,34,34>Faith: I owe you one."
"faith.Thanks2"		"<clr:178,34,34>Faith：謝了。"
"[english]faith.Thanks2"		"<clr:178,34,34>Faith: Thanks."
"faith.Question0"		"<clr:178,34,34>Faith：呃？"
"[english]faith.Question0"		"<clr:178,34,34>Faith: Huh?"
"faith.Question1"		"<clr:178,34,34>Faith：什麽？"
"[english]faith.Question1"		"<clr:178,34,34>Faith: What?"
"faith.Question2"		"<clr:178,34,34>Faith：什麽事？"
"[english]faith.Question2"		"<clr:178,34,34>Faith: What is it?"
"faith.Question3"		"<clr:178,34,34>Faith：怎麽了？"
"[english]faith.Question3"		"<clr:178,34,34>Faith: What's up?"
"faith.CallSarge0"		"<clr:178,34,34>Faith：嘿，Sarge。"
"[english]faith.CallSarge0"		"<clr:178,34,34>Faith: Hey, Sarge."
"faith.CallSarge1"		"<clr:178,34,34>Faith：Sarge。"
"[english]faith.CallSarge1"		"<clr:178,34,34>Faith: Sarge."
"faith.CallJaeger0"		"<clr:178,34,34>Faith：嘿，Jaeger。"
"[english]faith.CallJaeger0"		"<clr:178,34,34>Faith: Hey, Jaeger."
"faith.CallJaeger1"		"<clr:178,34,34>Faith：Jaeger。"
"[english]faith.CallJaeger1"		"<clr:178,34,34>Faith: Jaeger."
"faith.CallWildcat0"		"<clr:178,34,34>Faith：嘿，Wildcat。"
"[english]faith.CallWildcat0"		"<clr:178,34,34>Faith: Hey, Wildcat."
"faith.CallWildcat1"		"<clr:178,34,34>Faith：Wildcat。"
"[english]faith.CallWildcat1"		"<clr:178,34,34>Faith: Wildcat."
"faith.CallWolfe0"		"<clr:178,34,34>Faith：嘿，Wolfe。"
"[english]faith.CallWolfe0"		"<clr:178,34,34>Faith: Hey, Wolfe."
"faith.CallWolfe1"		"<clr:178,34,34>Faith：Wolfe。"
"[english]faith.CallWolfe1"		"<clr:178,34,34>Faith: Wolfe."
"faith.CallBastille0"		"<clr:178,34,34>Faith：Bastille。"
"[english]faith.CallBastille0"		"<clr:178,34,34>Faith: Bastille."
"faith.CallBastille1"		"<clr:178,34,34>Faith：嘿，Bastille。"
"[english]faith.CallBastille1"		"<clr:178,34,34>Faith: Hey, Bastille."
"faith.CallCrash0"		"<clr:178,34,34>Faith：Crash。"
"[english]faith.CallCrash0"		"<clr:178,34,34>Faith: Crash."
"faith.CallCrash1"		"<clr:178,34,34>Faith：嘿，Crash。"
"[english]faith.CallCrash1"		"<clr:178,34,34>Faith: Hey, Crash."
"faith.CallFlynn0"		"<clr:178,34,34>Faith：Flynn。"
"[english]faith.CallFlynn0"		"<clr:178,34,34>Faith: Flynn."
"faith.CallFlynn1"		"<clr:178,34,34>Faith：嘿，Flynn。"
"[english]faith.CallFlynn1"		"<clr:178,34,34>Faith: Hey, Flynn."
"faith.CallVegas0"		"<clr:178,34,34>Faith：嘿，Vegas。"
"[english]faith.CallVegas0"		"<clr:178,34,34>Faith: Hey, Vegas."
"faith.CallVegas1"		"<clr:178,34,34>Faith：Vegas。"
"[english]faith.CallVegas1"		"<clr:178,34,34>Faith: Vegas."
"faith.SuppliesAmmo0"		"<clr:178,34,34>Faith：拿自己所需的。"
"[english]faith.SuppliesAmmo0"		"<clr:178,34,34>Faith: Take what you need."
