"lang"
{
"Language"	"tchinese"
"asw_speech_too_easy"	"太容易了"
"[english]asw_speech_too_easy"	"Too easy"
"asw_speech_job_amigo"	"漂亮，朋友"
"[english]asw_speech_job_amigo"	"Good job amigo"
"asw_speech_impressive"	"令人印象深刻！"
"[english]asw_speech_impressive"	"Impressive!"
"asw_speech_nice_one_amigo"	"好槍法，朋友"
"[english]asw_speech_nice_one_amigo"	"Nice one amigo"
"asw_speech_clock_ticking"	"鬧鍾響了，朋友"
"[english]asw_speech_clock_ticking"	"Clock is ticking amigo"
"asw_speech_lady_luck"	"幸運女神站在我這邊"
"[english]asw_speech_lady_luck"	"Lady luck is on my side"
"asw_speech_fortune_fav"	"今天好運眷顧著我"
"[english]asw_speech_fortune_fav"	"Fortune favors Vegas today"
"asw_speech_could_tequila"	"我想喝點龍舌蘭酒..."
"[english]asw_speech_could_tequila"	"I could do with some Tequila..."
"asw_speech_ahh_man"	"啊，老天，我真該呆在 Culiacan"
"[english]asw_speech_ahh_man"	"Ahh man, I should've stayed in Culiacan"
"asw_speech_crazy_ones"	"爲什麽我總會碰到這些瘋狂的事情？"
"[english]asw_speech_crazy_ones"	"Why do I always get the crazy ones?"
"asw_cain_mail_0"	"來自：SynTek 7號研究站"
"[english]asw_cain_mail_0"	"Transmission From:  SynTek Research Station 7"
"asw_cain_mail_1"	"日期：52年12月20號"
"[english]asw_cain_mail_1"	"Date: 12/20/52"
"asw_cain_mail_2"	" "
"[english]asw_cain_mail_2"	" "
"asw_cain_mail_3"	"Cain 中尉，"
"[english]asw_cain_mail_3"	"Lt Cain,"
"asw_cain_mail_4"	"我們已經收到了你的信息並帶齊了必要的預防設施。"
"[english]asw_cain_mail_4"	"We've received your message and will take the necessary precautions."
"asw_cain_mail_5"	"我們有一艘負責收集4903877號貨物的運輸船正在前往 Vereon XII 的途中。"
"[english]asw_cain_mail_5"	"We have a carrier en route to Vereon XII to collect Delivery 4903877."
"asw_cain_mail_6"	"預計14天後到達。"
"[english]asw_cain_mail_6"	"ETA 14 days."
"asw_cain_mail_7"	"預計能在今年年底前完工。"
"[english]asw_cain_mail_7"	"Expect a promotion before the end of the year."
"asw_tutorial_message_1"	"按下 %s1 %s2 %s3 %s4 來移動士兵"
"[english]asw_tutorial_message_1"	"%s1 %s2 %s3 %s4 to move marine"
"asw_tutorial_message_2"	"按下 %s1 來撿起物品"
"[english]asw_tutorial_message_2"	"%s1 to pick up items"
"asw_tutorial_message_3"	"使用鼠標來瞄准\n按下 %s1 進行開火"
"[english]asw_tutorial_message_3"	"Mouse to aim\n%s1 to fire"
"asw_tutorial_message_4"	"按下 %s1 來使用面板"
"[english]asw_tutorial_message_4"	"%s1 to use panel"
"asw_tutorial_message_5"	"按下 %s1 /\n%s2 來切換武器"
"[english]asw_tutorial_message_5"	"%s1 /\n%s2 to change weapon"
"asw_tutorial_message_6"	"按下 %s1 進行開火"
"[english]asw_tutorial_message_6"	"%s1 to fire"
"asw_tutorial_message_7"	"按下 %s1 進行肉搏攻擊"
"[english]asw_tutorial_message_7"	"%s1 to melee attack"
"asw_tutorial_message_8"	"按下 %s1 來焊接大門\n按下 %s2 來切割大門"
"[english]asw_tutorial_message_8"	"%s1 to seal door\n%s2 to cut door"
"asw_tutorial_message_9"	"1 - 選擇第一名士兵\n2 - 選擇第二名士兵"
"[english]asw_tutorial_message_9"	"1 - Select first marine\n2 - Select second marine"
"asw_tutorial_message_10"	"1 - 選擇第一名士兵\n2 - 選擇第二名士兵\n3 - 選擇第三名士兵"
"[english]asw_tutorial_message_10"	"1 - Select first marine\n2 - Select second marine\n3 - Select third marine"
"asw_tutorial_message_11"	"按下 1,2 來選擇士兵\n按下 %s1 來使用面板"
"[english]asw_tutorial_message_11"	"1,2 to select marine\n%s1 to use panel"
"asw_tutorial_message_12"	"按下 %s1 來撿起信號火炬\n按下 %s2 來使用信號火炬"
"[english]asw_tutorial_message_12"	"%s1 to pick up flares\n%s2 to throw flare"
"asw_tutorial_message_13"	"按下 %s1 來撿起武器\n使用 %s1/%s2 來切換武器"
"[english]asw_tutorial_message_13"	"%s1 to pick up\n%s1/%s2 to change weapon"
"asw_tutorial_message_14"	"按下 %s1 來撿起彈藥\n按下 %s2 給武器裝彈"
"[english]asw_tutorial_message_14"	"%s1 to pick up ammo\n%s2 to reload"
"asw_tutorial_message_15"	"按下 %s1 來使用面板"
"[english]asw_tutorial_message_15"	"%s1 to use panel"
"asw_tutorial_message_16"	"按下 %s1 來使用終端"
"[english]asw_tutorial_message_16"	"%s1 to use terminal"
"asw_tutorial_message_17"	"按下 %s1 來命令隊友跟隨\n按下 %s2 來命令隊友原地待命\n按下 %s3 來命令指定的隊友移動到指定位置"
"[english]asw_tutorial_message_17"	"%s1 to Order Follow\n%s2 to Order Hold Position\n%s3 to position specific marine"
"asw_instructor_infestation_death"	"對付感染的唯一辦法就是進行治療"
"[english]asw_instructor_infestation_death"	"Healing is the Only Infestation Cure"
"asw_instructor_switch_marine"	"控制士兵"
"[english]asw_instructor_switch_marine"	"Control Marine"
"asw_instructor_select_med_satchel"	"選擇醫療用品包"
"[english]asw_instructor_select_med_satchel"	"Select Medical Satchel"
"asw_instructor_cure_infestation_other"	"進行治療以對付感染"
"[english]asw_instructor_cure_infestation_other"	"Heal to Cure Infestation"
"asw_instructor_cure_infestation"	"進行治療以保證不會死于感染"
"[english]asw_instructor_cure_infestation"	"Heal to Survive Infestation"
"asw_instructor_request_cure"	"呼叫醫生來幫你治療感染"
"[english]asw_instructor_request_cure"	"Call Medic to Survive Infestation"
"asw_instructor_select_extinguisher"	"選擇滅火器"
"[english]asw_instructor_select_extinguisher"	"Select Extinguisher"
"asw_instructor_extinguish"	"使用滅火器撲滅火焰"
"[english]asw_instructor_extinguish"	"Extinguish"
"asw_instructor_watch_scanner"	"留意掃描儀上的信號"
"[english]asw_instructor_watch_scanner"	"Watch Movement Scanner"
"asw_instructor_friendly_fire"	"不要傷害到隊友"
"[english]asw_instructor_friendly_fire"	"Don't Hurt Squad Mates"
"asw_instructor_hack_button_area"	"解鎖面板"
"[english]asw_instructor_hack_button_area"	"Unlock Panel"
"asw_instructor_use_button_area"	"激活面板"
"[english]asw_instructor_use_button_area"	"Activate Panel"
"asw_instructor_destroy_door"	"破壞大門"
"[english]asw_instructor_destroy_door"	"Destroy Door"
"asw_instructor_destroy_door_secondary"	"第二種方法是用槍把門打爛"
"[english]asw_instructor_destroy_door_secondary"	"Secondary Fire Door"
"asw_instructor_weld_door"	"把門焊上"
"[english]asw_instructor_weld_door"	"Weld Door"
"asw_instructor_unweld_door"	"把門切開"
"[english]asw_instructor_unweld_door"	"Unweld Door"
"asw_instructor_heal"	"治療隊友"
"[english]asw_instructor_heal"	"Heal Squad Mate"
"asw_instructor_heal_self"	"治療自己"
"[english]asw_instructor_heal_self"	"Heal Self"
"asw_instructor_request_heal"	"呼叫醫生"
"[english]asw_instructor_request_heal"	"Call Medic"
"asw_instructor_clip_usage"	"丟棄了 %s1 彈藥"
"[english]asw_instructor_clip_usage"	"%s1 Ammo lost in old clip"
"asw_instructor_use_offhand"	"使用備用物品"
"[english]asw_instructor_use_offhand"	"Use Offhand Item"
"asw_instructor_use_offhand_health"	"使用備用物品治療自己"
"[english]asw_instructor_use_offhand_health"	"Offhand Heal Self"
"asw_instructor_switch_weapon"	"選擇武器"
"[english]asw_instructor_switch_weapon"	"Select Weapon"
"asw_instructor_place_sentry"	"放置步哨"
"[english]asw_instructor_place_sentry"	"Place Sentry"
"asw_instructor_build_sentry"	"建造步哨"
"[english]asw_instructor_build_sentry"	"Build Sentry"
"asw_instructor_rotate_sentry"	"調整步哨方向"
"[english]asw_instructor_rotate_sentry"	"Aim Sentry"
"asw_instructor_dismantle_sentry"	"按住以進行拆除"
"[english]asw_instructor_dismantle_sentry"	"Hold to Dismantle"
"asw_instructor_laser_boulder"	"使用挖掘型激光槍"
"[english]asw_instructor_laser_boulder"	"Destroy with Mining Laser"
"asw_instructor_burn_biomass"	"燒掉生物質體"
"[english]asw_instructor_burn_biomass"	"Burn Biomass"
"asw_instructor_command_marine"	"指揮士兵"
"[english]asw_instructor_command_marine"	"Command Marine"
"asw_instructor_command_marine_follow"	"讓所有士兵跟隨"
"[english]asw_instructor_command_marine_follow"	"All Marines Follow"
"asw_instructor_command_marine_hold"	"讓所有士兵原地待命"
"[english]asw_instructor_command_marine_hold"	"All Marines Hold Position"
"asw_instructor_pick_up_item"	"撿起物品"
"[english]asw_instructor_pick_up_item"	"Pick Up"
"asw_instructor_swap_item"	"交換物品"
"[english]asw_instructor_swap_item"	"Swap"
"asw_instructor_get_item"	"撿起 %s1"
"[english]asw_instructor_get_item"	"Pick Up %s1"
"asw_instructor_swap_for_item"	"交換 %s1"
"[english]asw_instructor_swap_for_item"	"Swap for %s1"
"asw_instructor_need_hacker_button_area"	"需要技術人員"
"[english]asw_instructor_need_hacker_button_area"	"Tech Needed"
"asw_instructor_select_alt_fire"	"使用武器的輔助開火能力"
"[english]asw_instructor_select_alt_fire"	"Select Weapon with Secondary Ammo"
"asw_instructor_alt_fire"	"輔助開火能力"
"[english]asw_instructor_alt_fire"	"Secondary Fire"
"asw_instructor_give_bag_ammo"	"給予彈藥"
"[english]asw_instructor_give_bag_ammo"	"Give Ammo"
"asw_instructor_give_satchel_ammo"	"爲 %s1 布置彈藥"
"[english]asw_instructor_give_satchel_ammo"	"Deploy Ammo for %s1"
"asw_instructor_yourself"	"你自己"
"[english]asw_instructor_yourself"	"Yourself"
"asw_instructor_give_spare_weapon"	"給予備用武器"
"[english]asw_instructor_give_spare_weapon"	"Give Spare Weapon"
"asw_instructor_kick_object"	"肉搏"
"[english]asw_instructor_kick_object"	"Melee"
"asw_instructor_shoot_barrel"	"射擊油桶"
"[english]asw_instructor_shoot_barrel"	"Shoot Explosive"
"asw_instructor_manual_reload"	"手動裝彈"
"[english]asw_instructor_manual_reload"	"Manual Reload"
"asw_instructor_view_map"	"查看全地圖"
"[english]asw_instructor_view_map"	"View Full Map"
"asw_instructor_toggle_orders"	"按住以切換裝備配置"
"[english]asw_instructor_toggle_orders"	"Hold to Toggle Equipment Orders"
"asw_instructor_radial_emote"	"按住以開啓警示菜單"
"[english]asw_instructor_radial_emote"	"Hold for Emote Menu"
"asw_instructor_mic_chat"	"按住以使用麥克風進行聊天"
"[english]asw_instructor_mic_chat"	"Hold for Microphone Chat"
"asw_instructor_draw"	"可在地圖上繪圖，以指定計劃"
"[english]asw_instructor_draw"	"Draw on Map to Plan"
"asw_instructor_roll"	"用翻滾來躲閃攻擊"
"[english]asw_instructor_roll"	"Roll to Avoid Projectiles"
"asw_instructor_walk"	"按住以進行行走"
"[english]asw_instructor_walk"	"Hold to Walk"
"asw_instructor_movement"	"移動士兵"
"[english]asw_instructor_movement"	"Move Marine"
"asw_fail_advice_teamwork"	"指揮你的小隊進行移動與攻擊。"
"[english]asw_fail_advice_teamwork"	"Coordinate your squad's movement and firing zones."
"asw_fail_advice_loadout"	"合理地爲你的小隊選擇裝備。"
"[english]asw_fail_advice_loadout"	"Tactically coordinate your squad's loadout equipment."
"asw_fail_advice_routes"	"計劃好小隊的行動路線並考慮好後備方案。"
"[english]asw_fail_advice_routes"	"Plan your squad's route and consider alternatives."
"asw_fail_advice_low_ammo"	"節省與保存你小隊的彈藥。"
"[english]asw_fail_advice_low_ammo"	"Conserve your squad's ammo carefully."
"asw_fail_advice_infested_lots"	"避免受到感染，以節省醫療用品。"
"[english]asw_fail_advice_infested_lots"	"Avoid becoming infested to save health resources."
"asw_fail_advice_infested"	"使用醫療用品進行療傷或是治療被感染的隊友。"
"[english]asw_fail_advice_infested"	"Use health resources to save and cure infested squad mates."
"asw_fail_advice_swarmed"	"建造防禦步哨槍來抵禦異形大部隊。"
"[english]asw_fail_advice_swarmed"	"Build defensive sentries to fight large swarms."
"asw_fail_advice_friendly_fire"	"避免誤傷隊友。"
"[english]asw_fail_advice_friendly_fire"	"Avoid dealing damage to other squad mates."
"asw_fail_advice_hacker_damaged"	"保護好小隊中的技術人員，尤其是他在工作的時候。"
"[english]asw_fail_advice_hacker_damaged"	"Protect the squad tech while he hacks."
"asw_fail_advice_wasted_heals"	"在接受治療時不要同時使用其他治療用品，以免造成浪費。"
"[english]asw_fail_advice_wasted_heals"	"Using health items while healthy can be wasteful."
"asw_fail_advice_ignored_healing"	"使用治療用品來幫助小隊成員恢複生命值。"
"[english]asw_fail_advice_ignored_healing"	"Use health items to keep the squad healthy."
"asw_fail_advice_ignored_adrenaline"	"使用腎上腺素能更輕松地應對激烈戰鬥。"
"[english]asw_fail_advice_ignored_adrenaline"	"Use Adrenaline to make intense fights easier."
"asw_fail_advice_ignored_secondary"	"輔助開火功能能夠一次過解決大量異形。"
"[english]asw_fail_advice_ignored_secondary"	"Secondary fire can take out clustered swarms."
"asw_fail_advice_ignored_welder"	"把門焊上能阻止異形進入室內。"
"[english]asw_fail_advice_ignored_welder"	"Weld doors shut to block swarm entrances."
"asw_fail_advice_ignored_lighting"	"使用信號火炬來照亮躲在暗處的異形。"
"[english]asw_fail_advice_ignored_lighting"	"Use flares to reveal the swarms in dark areas."
"asw_fail_advice_slow_progression"	"如果隊伍的行進速度太慢，異形就會不斷地發動進攻。"
"[english]asw_fail_advice_slow_progression"	"Swarms will continue to trickle in while the squad progresses slowly."
"asw_fail_advice_shield_bug"	"盾蟲能夠抵擋來自前方的攻擊。"
"[english]asw_fail_advice_shield_bug"	"The shield bug can block frontal attacks."
"asw_fail_advice_died_alone"	"保持良好的隊形，以免被敵人衝散。"
"[english]asw_fail_advice_died_alone"	"Keep your squad formation tight to prevent becoming overwhelmed."
"asw_fail_advice_no_medics"	"帶上醫生，能爲小隊成員的健康提供良好的保證。"
"[english]asw_fail_advice_no_medics"	"Bring a medic along to keep the squad in good health."
"asw_stats_player_name"	"%s1 %s2 XP: %s3"
"[english]asw_stats_player_name"	"%s1 %s2 XP: %s3"
"asw_stats_player_status_leader"	"(指揮)"
"[english]asw_stats_player_status_leader"	"(leader)"
"asw_stats_player_status_ready"	"（准備）"
"[english]asw_stats_player_status_ready"	"(ready)"
"asw_stats_kills"	"擊殺數"
"[english]asw_stats_kills"	"Kills"
"asw_stats_kills_desc"	"殺死的異形數目"
"[english]asw_stats_kills_desc"	"Number of Swarm killed"
"asw_stats_accuracy"	"精確度"
"[english]asw_stats_accuracy"	"Accuracy"
"asw_stats_accuracy_desc"	"武器整體命中率"
"[english]asw_stats_accuracy_desc"	"% of Commander directed shots which hit target"
"asw_stats_ff"	"友軍傷害"
"[english]asw_stats_ff"	"Friendly Fire"
"asw_stats_ff_desc"	"對隊友造成的傷害"
"[english]asw_stats_ff_desc"	"Damage dealt to squad mates"
"asw_stats_damage"	"受到的傷害"
"[english]asw_stats_damage"	"Damage Taken"
"asw_stats_damage_desc"	"在任務過程中所受到的傷害總數"
"[english]asw_stats_damage_desc"	"Damage marine took during mission"
"asw_stats_shots"	"開火次數"
"[english]asw_stats_shots"	"Shots Fired"
"asw_stats_shots_desc"	"士兵在任務中的武器開火次數"
"[english]asw_stats_shots_desc"	"Number of rounds fired by this marine"
"asw_stats_ammo"	"彈藥"
"[english]asw_stats_ammo"	"Ammo"
"asw_stats_ammo_desc"	"士兵所剩彈藥數"
"[english]asw_stats_ammo_desc"	"Amount of ammo marine has"
"asw_stats_time"	"所用時間"
"[english]asw_stats_time"	"Time Taken"
"asw_stats_time_desc"	"完成任務所用的時間"
"[english]asw_stats_time_desc"	"Time taken by squad on this mission"
"asw_stats_tkills"	"總擊殺數"
"[english]asw_stats_tkills"	"Total Kills"
"asw_stats_tkills_desc"	"整個小隊殺死異形的總數"
"[english]asw_stats_tkills_desc"	"Number of hostiles killed by marine squad"
"asw_stats_health"	"生命值"
"[english]asw_stats_health"	"Health"
"asw_stats_health_desc"	"士兵所剩生命值"
"[english]asw_stats_health_desc"	"Amount of marine health"
"asw_stats_healed"	"治療數"
"[english]asw_stats_healed"	"Health Healed"
"asw_stats_healed_desc"	"醫生的總治療點數"
"[english]asw_stats_healed_desc"	"Amount of health medic has healed"
"asw_stats_burned"	"燃燒地雷擊殺數"
"[english]asw_stats_burned"	"Incendiary Kills"
"asw_stats_burned_desc"	"用燃燒地雷殺死的異形數"
"[english]asw_stats_burned_desc"	"Number of Swarm killed by incendiary mines"
"asw_stats_fasth"	"快速入侵"
"[english]asw_stats_fasth"	"Fast Hacks"
"asw_stats_fasth_desc"	"快速入侵大門與電腦的成功次數"
"[english]asw_stats_fasth_desc"	"Number of fast door/computer hacks"
"asw_stats_skillpoints"	"技能點"
"[english]asw_stats_skillpoints"	"Skill Points"
"asw_stats_skillpoints_desc"	"通過完成任務以獲得技能點。如果受傷越嚴重，\n或是打中隊友次數越多，所獲得的技能點數目也越少。\n\n如果獲得成就或獎章，\n就可以獲得額外的技能點獎勵。"
"[english]asw_stats_skillpoints_desc"	"Skill points earned for this mission.  Less skill points\nare awarded if marine took excessive damage or hurt\nother marines.\n\nBonus skill points are awarded for achieving certain\nmedals."
"asw_wounded"	"受傷"
"[english]asw_wounded"	"WOUNDED"
"asw_wounded_tt"	"如果一名士兵在之前的任務中受到了較爲嚴重的傷害，\n那麽就會受傷。可以選擇受傷的士兵去執行任務，\n但是其只會有一半的生命值。受傷的士兵\n只要不參加當前的任務，等任務結束後即可康複。"
"[english]asw_wounded_tt"	"Marine is wounded after taking significant damage in\nthe previous mission.  Wounded marines can be selected\nbut will have only half health on this mission.\nWounds will heal after one mission has passed."
"asw_kia"	"陣亡"
"[english]asw_kia"	"KIA"
"asw_kia_tt"	"在行動中被殺死。"
"[english]asw_kia_tt"	"Killed In Action."
"asw_reserved"	"替補"
"[english]asw_reserved"	"RESERVED"
"asw_reserved_tt"	"選擇一名士兵來代替之前的指揮官。"
"[english]asw_reserved_tt"	"Marine currently reserved for previous commander."
"asw_wdesc_rifle"	"22A3-1突擊步槍是星際武裝部隊士兵的標准作戰武器。武器的射速很快，使用高速的高爆穿透子彈以及裝備有吊挂式榴彈發射器，因此這把武器在戰鬥中具有多種用途，能夠摧毀小型目標或是大型目標。其標准彈夾容量是98發。"
